marker,consensus,X1,X2,X3,X4,X5,X6,LG,,gaccession,blast1,blast2,,,,,,,,,,,,,,,,,
scaffold_5558_3946,42.86,,,,45.5,,29.9,3,14,,,,,,,,,,,,,,,,,,,,
scaffold_5558_3889,42.86,,,,45.5,,29.9,3,14,,,,,,,,,,,,,,,,,,,,
scaffold_40993_3056,43.05,,44.13,57.87,,,,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_18271_1049,43.05,,44.13,57.87,,32.95,,3,15,g19471.t1,XP_004298879 PREDICTED: uncharacterized protein LOC101307011 [Fragaria vesca subsp. vesca].,0,,,,,,,,,,,,,,,,,
scaffold_18271_1059,43.05,,44.13,57.87,,32.95,,3,15,g19471.t1,XP_004298879 PREDICTED: uncharacterized protein LOC101307011 [Fragaria vesca subsp. vesca].,0,,,,,,,,,,,,,,,,,
scaffold_46400_1023,43.05,,44.13,57.87,,,,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_18271_1034,43.3,57.04,,,,,,3,15,g19471.t1,XP_004298879 PREDICTED: uncharacterized protein LOC101307011 [Fragaria vesca subsp. vesca].,0,,,,,,,,,,,,,,,,,
scaffold_64332_1557,43.3,57.04,,,45.5,,,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_9368_5923,43.3,57.04,,,,,,3,14,,,,,,,,,,,,,,,,,,,,
scaffold_12440_4793,45.51,,47.83,61.43,,34.44,31.4,3,15,g15099.t1,XP_003524582 PREDICTED: peptidyl-prolyl cis-trans isomerase CYP40-like isoform X1 [Glycine max]., peptidyl-prolyl isomerase D [EC:5.2.1.8],,,,,,,,,,,,,,,,,
scaffold_200430_94,47,60.74,47.83,61.43,,40.42,,3,16,,,,,,,,,,,,,,,,,,,,
scaffold_27566_82,47,60.74,,,,,,3,15,g24909.t1,,0,,,,,,,,,,,,,,,,,
scaffold_27566_111,47,60.74,,,,,,3,15,g24909.t1,,0,,,,,,,,,,,,,,,,,
scaffold_8068_4184,47,,47.83,61.43,,37.43,32.89,3,14,,,,,,,,,,,,,,,,,,,,
scaffold_8068_4160,47,,47.83,61.43,,37.43,32.89,3,14,,,,,,,,,,,,,,,,,,,,
scaffold_115971_74,47,,47.83,70.33,,,,3,16,,,,,,,,,,,,,,,,,,,,
scaffold_12440_4869,47,,47.83,61.43,,,,3,15,g15099.t1,XP_003524582 PREDICTED: peptidyl-prolyl cis-trans isomerase CYP40-like isoform X1 [Glycine max]., peptidyl-prolyl isomerase D [EC:5.2.1.8],,,,,,,,,,,,,,,,,
scaffold_19176_176,47,,47.83,61.43,48.48,40.42,,3,15,g20061.t1,XP_003632513 PREDICTED: uncharacterized protein LOC100854101 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_49385_369,47,,47.83,,,40.42,,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_49385_464,47,,47.83,61.43,,,,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_8068_4135,47,,47.83,61.43,,,,3,14,,,,,,,,,,,,,,,,,,,,
scaffold_8068_4197,47,,47.83,61.43,,37.43,32.89,3,14,,,,,,,,,,,,,,,,,,,,
scaffold_8068_4262,47,,47.83,61.43,,40.42,,3,14,,,,,,,,,,,,,,,,,,,,
scaffold_55109_963,47,,,65.56,49.67,40.42,32.89,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_55109_918,47,,,65.56,49.67,37.43,32.89,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_5969_6481,47,,,65.56,,40.42,,3,14,g8951.t1,"XP_002283249 PREDICTED: probable beta-1,4-xylosyltransferase IRX14H [Vitis vinifera].",0,,,,,,,,,,,,,,,,,
scaffold_20817_2608,47,,,,48.48,,32.89,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_55109_909,47,,,,,40.42,32.89,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_31278_1677,47,,,,,,32.89,3,15,g26641.t1,XP_004290309 PREDICTED: peptidyl-prolyl cis-trans isomerase CYP40 [Fragaria vesca subsp. vesca].,0,,,,,,,,,,,,,,,,,
scaffold_119452_488,50.64,64.38,,,55.61,,,3,16,,,,,,,,,,,,,,,,,,,,
scaffold_119452_519,50.64,64.38,,,,,,3,16,,,,,,,,,,,,,,,,,,,,
scaffold_120835_579,50.64,64.38,,,,,,3,16,,,,,,,,,,,,,,,,,,,,
scaffold_11842_6734,50.64,64.49,,,49.67,,,3,15,g14611.t1,XP_002277575 PREDICTED: uncharacterized protein LOC100266406 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_46587_1825,50.64,64.49,,,49.67,,,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_46587_1839,50.64,64.49,,,49.67,,,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_14059_5352,52.94,,,,55.61,,,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_35616_2275,52.94,,,,56.24,,32.89,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_35616_2302,52.94,,,,56.24,,32.89,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_17219_2740,54.12,67.97,,,,,,3,15,g18740.t1,"XP_002272930 PREDICTED: pentatricopeptide repeat-containing protein At1g77360, mitochondrial-like [Vitis vinifera].",0,,,,,,,,,,,,,,,,,
scaffold_889_6975,54.12,67.97,,,,,,3,13,g2020.t1,XP_002279502 PREDICTED: uncharacterized protein LOC100257838 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_178384_67,54.12,67.97,,,,,,3,16,,,,,,,,,,,,,,,,,,,,
scaffold_889_7003,54.12,67.97,,,,,,3,13,g2020.t1,XP_002279502 PREDICTED: uncharacterized protein LOC100257838 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_52119_1893,54.23,67.97,,,56.24,,40.41,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_73112_1219,54.23,,,,56.24,,,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_35753_1600,54.23,,,,56.24,,,3,15,g28459.t1,XP_002270626 PREDICTED: methionyl-tRNA formyltransferase-like [Vitis vinifera]., methionyl-tRNA formyltransferase [EC:2.1.2.9],,,,,,,,,,,,,,,,,
SCF149145,54.52,,,,,,40.41,3,,,,,,,,,,,,,,,,,,,,,
scaffold_45226_771,54.52,,,,,,40.41,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_52119_1866,54.52,,,,,,40.41,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_80957_1393,54.52,,,,,,40.41,3,15,,,,,,,,,,,,,,,,,,,,
scf5304,56.18,,,73.31,56.24,54.16,,3,,,,,,,,,,,,,,,,,,,,,
scaffold_42994_1177,58.58,74.25,,,56.84,,,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_43804_404,58.58,74.25,,,,,,3,15,g31237.t1,XP_002280530 PREDICTED: uncharacterized protein LOC100256597 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
SCF85773,58.58,74.25,,78.09,56.84,,,3,,,,,,,,,,,,,,,,,,,,,
scaffold_26817_3858,60.96,77.95,,,59.22,,46.41,3,15,,,,,,,,,,,,,,,,,,,,
scf142e,60.96,77.95,,78.09,59.22,,,3,,,,,,,,,,,,,,,,,,,,,
scaffold_267_5809,60.96,,63.05,78.68,59.22,,,3,13,g783.t1,"XP_002533540 SP1L, putative [Ricinus communis].", protein SPIRAL1 and related proteins,,,,,,,,,,,,,,,,,
scaffold_72821_1430,60.96,,63.05,78.09,59.22,54.16,,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_10155_3218,60.96,,63.05,78.68,59.22,,,3,15,g13148.t1,XP_002280247 PREDICTED: eukaryotic translation initiation factor 3 subunit M [Vitis vinifera]., translation initiation factor 3 subunit M,,,,,,,,,,,,,,,,,
scf10688,60.96,,,78.09,59.22,,46.41,3,,,,,,,,,,,,,,,,,,,,,
scaffold_13275,60.96,,,78.09,59.22,,,3,,,,,,,,,,,,,,,,,,,,,
scaffold_31246,60.96,,,78.68,,,,3,,,,,,,,,,,,,,,,,,,,,
scaffold_880_2215,60.96,,,,59.22,,,3,13,g2008.t1,,0,,,,,,,,,,,,,,,,,
scaffold_97874_316,60.96,,,,59.22,,,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_880_2250,60.96,,,,59.22,,,3,13,g2008.t1,,0,,,,,,,,,,,,,,,,,
scaffold_880_2265,60.96,,,,59.22,,,3,13,g2008.t1,,0,,,,,,,,,,,,,,,,,
scaffold_2484_5966,60.96,,,,59.22,,,3,14,g4564.t1,XP_004304165 PREDICTED: EVI5-like protein [Fragaria vesca subsp. vesca].,0,,,,,,,,,,,,,,,,,
scaffold_172106_80,60.96,,,,,,46.41,3,16,,,,,,,,,,,,,,,,,,,,
scaffold_3164_3789,60.96,,,,,,46.41,3,14,,,,,,,,,,,,,,,,,,,,
scaffold_20885_4545,62.22,,63.05,84.27,,,,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_743_1726,62.22,,63.05,84.27,,,,3,13,g1762.t1,XP_003633858 PREDICTED: uncharacterized protein LOC100262792 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_13482_2452,62.75,80.51,,,61.01,,,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_1637_7350,62.75,,63.05,86.11,,54.16,,3,14,g3283.t1,XP_002277734 PREDICTED: uncharacterized protein At5g39865-like isoform 1 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_1637_7446,62.75,,63.05,86.11,,54.16,,3,14,g3283.t1,XP_002277734 PREDICTED: uncharacterized protein At5g39865-like isoform 1 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_41055_2500,62.75,,63.05,84.54,62.2,54.16,49.39,3,15,,,,,,,,,,,,,,,,,,,,
SCF177450,62.75,,,,61.6,,46.41,3,,,,,,,,,,,,,,,,,,,,,
ct155339,62.75,,,,62.2,,,3,,,,,,,,,,,,,,,,,,,,,
scaffold_9359_4141,63.52,80.51,,,62.2,,,3,14,g12370.t1,XP_004304235 PREDICTED: F-box protein At5g39250-like isoform 3 [Fragaria vesca subsp. vesca].,0,,,,,,,,,,,,,,,,,
scaffold_18038_5368,66.32,,,,65.77,,,3,15,g19312.t1,XP_002283325 PREDICTED: NAP1-related protein 2 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_76369_1171,66.64,83.63,,,,,,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_28523_940,68.07,,70.77,86.11,68.72,,,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_12949_2622,68.07,,,,69.35,,46.41,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_15063_5952,68.07,,,,69.35,,46.41,3,15,g17154.t1,"XP_002267044 PREDICTED: 60S ribosomal protein L6, mitochondrial [Vitis vinifera].", large subunit ribosomal protein L6,,,,,,,,,,,,,,,,,
scaffold_15063_5953,68.07,,,,69.35,,46.41,3,15,g17154.t1,"XP_002267044 PREDICTED: 60S ribosomal protein L6, mitochondrial [Vitis vinifera].", large subunit ribosomal protein L6,,,,,,,,,,,,,,,,,
scaffold_15063_5954,68.07,,,,69.35,,46.41,3,15,g17154.t1,"XP_002267044 PREDICTED: 60S ribosomal protein L6, mitochondrial [Vitis vinifera].", large subunit ribosomal protein L6,,,,,,,,,,,,,,,,,
scaffold_41055_2501,68.07,,,,,54.16,49.39,3,15,,,,,,,,,,,,,,,,,,,,
313711_K70,68.63,,,93.88,69.35,54.16,,3,,,,,,,,,,,,,,,,,,,,,
scaffold_10070_6536,68.63,,,93.88,,54.16,,3,15,g13054.t1,XP_002274411 PREDICTED: cyclin-dependent protein kinase inhibitor SMR3 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_41055_2497,68.63,,,,,60.04,49.39,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_41493_2983,69.87,,70.77,,,61.65,58.45,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_7771_2057,69.87,,70.77,93.88,,61.65,58.45,3,14,g10828.t1,"XP_002524651 cinnamoyl-CoA reductase, putative [Ricinus communis].",0,,,,,,,,,,,,,,,,,
scaffold_103556_120,70.34,87.33,,,,,,3,16,,,,,,,,,,,,,,,,,,,,
scaffold_100329_160,70.34,87.33,,,,,,3,16,,,,,,,,,,,,,,,,,,,,
scaffold_103556_142,70.34,87.33,,,,,,3,16,,,,,,,,,,,,,,,,,,,,
scaffold_87414_956,70.34,87.33,,,,,,3,15,,,,,,,,,,,,,,,,,,,,
ct89711,70.52,,,93.88,69.35,,,3,,,,,,,,,,,,,,,,,,,,,
scaffold_8265_2161,70.52,,,93.88,69.35,,,3,14,,,,,,,,,,,,,,,,,,,,
SCF157992,70.52,,,93.88,69.35,,,3,,,,,,,,,,,,,,,,,,,,,
scaffold_1680_2319,70.53,,,,69.35,,,3,14,g3351.t1,XP_004231834 PREDICTED: surfeit locus protein 2 [Solanum lycopersicum].,0,,,,,,,,,,,,,,,,,
scaffold_52491_1681,70.53,,,,69.35,,,3,15,g33530.t1,XP_003633806 PREDICTED: uncharacterized protein LOC100250716 isoform X2 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_9455_7256,70.53,,,,69.35,,,3,14,,,,,,,,,,,,,,,,,,,,
scaffold_52491_1708,70.53,,,,69.35,,,3,15,g33530.t1,XP_003633806 PREDICTED: uncharacterized protein LOC100250716 isoform X2 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_52426_2305,71.36,,,,,,59.94,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_25717_3244,71.36,,,,,,59.94,3,15,g23979.t1,XP_004309164 PREDICTED: uncharacterized protein LOC101300012 [Fragaria vesca subsp. vesca].,0,,,,,,,,,,,,,,,,,
scaffold_13372_3087,72.9,89.89,75.6,,,,,3,15,g15874.t1,XP_004245484 PREDICTED: protein NLP7 isoform X1 [Solanum lycopersicum].,0,,,,,,,,,,,,,,,,,
scaffold_1499_11576,74.7,,75.6,98.06,,,,3,14,g3046.t1,,0,,,,,,,,,,,,,,,,,
scaffold_57793_951,74.7,,75.6,,73.52,,,3,15,g34664.t1,"XP_002301756 predicted protein, partial [Populus trichocarpa].",0,,,,,,,,,,,,,,,,,
scaffold_19017,74.7,,,98.06,,,,3,,,,,,,,,,,,,,,,,,,,,
SCF153094,74.7,,,98.06,,,,3,,,,,,,,,,,,,,,,,,,,,
scaffold_203_8320,74.7,,,,73.52,,,3,13,g624.t1,XP_002313010 hypothetical protein POPTR_0009s12680g [Populus trichocarpa].,0,,,,,,,,,,,,,,,,,
scaffold_80063_354,75.46,92.45,,,,,,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_903_507,75.46,92.45,,,,,,3,13,g2042.t1,"XP_002275325 PREDICTED: mitochondrial phosphate carrier protein 3, mitochondrial isoform X1 [Vitis vinifera]."," solute carrier family 25 (mitochondrial phosphate transporter), member 3",,,,,,,,,,,,,,,,,
scaffold_178690_27,75.46,92.45,,,73.52,,,3,16,,,,,,,,,,,,,,,,,,,,
scaffold_28308_2499,75.46,92.45,,,73.52,,,3,15,g25268.t1,XP_002512895 conserved hypothetical protein [Ricinus communis].,0,,,,,,,,,,,,,,,,,
scaffold_22114_4204,76.89,,79.59,,,,59.94,3,15,g21946.t1,XP_003544390 PREDICTED: thaumatin-like protein 1-like [Glycine max].,0,,,,,,,,,,,,,,,,,
scaffold_44_6824,80.01,,,101.04,78.83,,,3,12,g184.t1,XP_002278162 PREDICTED: proteasome subunit alpha type-7 [Vitis vinifera]., 20S proteasome subunit alpha 4 [EC:3.4.25.1],,,,,,,,,,,,,,,,,
scaffold_44_6839,80.01,,,101.04,78.83,,,3,12,g184.t1,XP_002278162 PREDICTED: proteasome subunit alpha type-7 [Vitis vinifera]., 20S proteasome subunit alpha 4 [EC:3.4.25.1],,,,,,,,,,,,,,,,,
contig480Fb,82.61,,83.51,,80.09,,,3,,,,,,,,,,,,,,,,,,,,,
scaffold_83331_243,82.87,,83.77,,80.09,,,3,15,,,,,,,,,,,,,,,,,,,,
1trimcontig443603,83.66,,,107.02,80.09,,,3,,,,,,,,,,,,,,,,,,,,,
scaffold_15806_2166,85.17,102.83,,,80.09,,,3,15,g17727.t1,XP_002267333 PREDICTED: NAC domain-containing protein 86 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
SCF162565,85.17,,83.51,107.02,84.27,,,3,,,,,,,,,,,,,,,,,,,,,
scaffold_194092_103,85.17,,83.77,107.02,,,,3,16,,,,,,,,,,,,,,,,,,,,
scaffold_8555_7284,85.17,,83.77,107.02,,,,3,14,g11586.t1,"XP_002532876 2-deoxyglucose-6-phosphate phosphatase, putative [Ricinus communis].",0,,,,,,,,,,,,,,,,,
scaffold_8555_7312,85.17,,83.77,107.02,,,,3,14,g11586.t1,"XP_002532876 2-deoxyglucose-6-phosphate phosphatase, putative [Ricinus communis].",0,,,,,,,,,,,,,,,,,
scaffold_4882_5968,85.84,102.83,,,,,,3,14,g7727.t1,,0,,,,,,,,,,,,,,,,,
scaffold_1311_1453,85.84,102.83,,,84.27,,,3,14,g2744.t1,,0,,,,,,,,,,,,,,,,,
scaffold_1311_1468,85.84,102.83,,,84.27,,,3,14,g2744.t1,,0,,,,,,,,,,,,,,,,,
scaffold_15806_2140,85.84,102.83,,,,,,3,15,g17727.t1,XP_002267333 PREDICTED: NAC domain-containing protein 86 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_69649_782,85.84,102.83,,,,,,3,15,g36855.t1,,0,,,,,,,,,,,,,,,,,
scaffold_3330_4772,85.84,,,,84.27,,,3,14,g5757.t1,,0,,,,,,,,,,,,,,,,,
scaffold_69649_790,85.84,,,,84.27,,,3,15,g36855.t1,,0,,,,,,,,,,,,,,,,,
scaffold_60765_2081,87.55,102.83,86.39,,,,,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_13541_2643,87.55,102.83,,,86.65,,,3,15,g16005.t1,"XP_004302218 PREDICTED: uncharacterized aarF domain-containing protein kinase At4g31390, chloroplastic [Fragaria vesca subsp. vesca].",0,,,,,,,,,,,,,,,,,
NA172,87.55,,86.39,108.21,86.65,,,3,,,,,,,,,,,,,,,,,,,,,
scaffold_2692_1979,87.55,,,109.4,86.65,,,3,14,g4864.t1,XP_002527104 protein with unknown function [Ricinus communis].,0,,,,,,,,,,,,,,,,,
scaffold_13541_2650,87.55,,,109.4,86.65,,,3,15,g16005.t1,"XP_004302218 PREDICTED: uncharacterized aarF domain-containing protein kinase At4g31390, chloroplastic [Fragaria vesca subsp. vesca].",0,,,,,,,,,,,,,,,,,
scaffold_35862,87.55,,,,86.65,,,3,,,,,,,,,,,,,,,,,,,,,
scaffold_199587_181,87.79,,86.39,,,,,3,16,,,,,,,,,,,,,,,,,,,,
scaffold_199587_137,87.79,,86.39,,,,,3,16,,,,,,,,,,,,,,,,,,,,
scaffold_199587_157,87.79,,86.39,,,,,3,16,,,,,,,,,,,,,,,,,,,,
scaffold_199587_158,87.79,,86.39,,,,,3,16,,,,,,,,,,,,,,,,,,,,
scaffold_199587_182,87.79,,86.39,,,,,3,16,,,,,,,,,,,,,,,,,,,,
scaffold_3520_10124,88.15,,86.39,,87.25,,,3,14,g6011.t1,,0,,,,,,,,,,,,,,,,,
scaffold_3287_3468,88.15,,,109.4,87.25,,,3,14,g5692.t1,XP_002276081 PREDICTED: uncharacterized protein LOC100264638 isoform X1 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
SCF58861,88.74,,86.39,111.78,87.84,,,3,,,,,,,,,,,,,,,,,,,,,
scaffold_95650_374,91.12,,,111.78,,,,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_12659_2033,91.12,,,111.78,,,,3,15,,,,,,,,,,,,,,,,,,,,
scaffold_12659_2051,91.12,,,111.78,,,,3,15,,,,,,,,,,,,,,,,,,,,
SCF27510,92.4,,,111.78,87.84,,,3,,,,,,,,,,,,,,,,,,,,,
scaffold_58947_238,92.4,,,,87.84,,,3,15,,,,,,,,,,,,,,,,,,,,
SCF56561,0,,,0,0,,,4,,,,,,,,,,,,,,,,,,,,,
418294_K63,0,,,0,0,,,4,,,,,,,,,,,,,,,,,,,,,
scaffold_4605_6097,0,,,0,0,,,4,14,g7399.t1,XP_003546119 PREDICTED: F-box/kelch-repeat protein At3g23880-like isoform X1 [Glycine max].,0,,,,,,,,,,,,,,,,,
scaffold_47329_1182,0,,,0,,0,,4,15,,,,,,,,,,,,,,,,,,,,
scaffold_2079_1738,0.59,,,1.19,0,0,,4,14,g3981.t1,XP_004296789 PREDICTED: sodium/hydrogen exchanger 2-like [Fragaria vesca subsp. vesca].,0,,,,,,,,,,,,,,,,,
scaffold_68330_223,0.59,,,2.38,0,0,,4,15,,,,,,,,,,,,,,,,,,,,
1trimcontig176303,0.59,,,2.38,0,,,4,,,,,,,,,,,,,,,,,,,,,
SCF26697,0.59,,,2.38,0,,,4,,,,,,,,,,,,,,,,,,,,,
scaffold_40808_2829,1.19,0,,4.76,,,,4,15,,,,,,,,,,,,,,,,,,,,
scaffold_71525_1564,1.19,0,,4.76,,,,4,15,,,,,,,,,,,,,,,,,,,,
scaffold_87360_1156,1.19,0,,,1.19,,,4,15,,,,,,,,,,,,,,,,,,,,
scaffold_66266_726,1.19,,,4.76,0.6,0,,4,15,,,,,,,,,,,,,,,,,,,,
2ms4d10b,1.19,,,4.76,0.6,,,4,,,,,,,,,,,,,,,,,,,,,
ct119523,1.19,,,4.76,0,,,4,,,,,,,,,,,,,,,,,,,,,
ct94504,1.19,,,4.76,,,,4,,,,,,,,,,,,,,,,,,,,,
GVC-V24d10b_202,1.19,,,4.76,0.6,,,4,12,,,,,,,,,,,,,,,,,,,,
scaffold_5428_1979,1.19,,,4.76,,0,,4,14,g8385.t1,XP_002282293 PREDICTED: uncharacterized protein LOC100242666 [Vitis vinifera]., 5'-nucleotidase [EC:3.1.3.5],,,,,,,,,,,,,,,,,
scaffold_10709_5238,1.19,,,4.76,,,,4,15,,,,,,,,,,,,,,,,,,,,
scaffold_1231_11640,1.19,,,,0.6,,,4,14,g2605.t1,XP_002281606 PREDICTED: chloride channel protein CLC-d [Vitis vinifera]., chloride channel 7,,,,,,,,,,,,,,,,,
scaffold_88382_740,1.19,,,,1.19,,,4,15,,,,,,,,,,,,,,,,,,,,
scaffold_88382_749,1.19,,,,1.19,,,4,15,,,,,,,,,,,,,,,,,,,,
scaffold_13942_3967,1.34,0,0,12.56,4.15,,,4,15,,,,,,,,,,,,,,,,,,,,
scaffold_172290_53,1.34,0,,,6.52,,0,4,16,,,,,,,,,,,,,,,,,,,,
scaffold_46954_428,1.34,0,,,,,,4,15,,,,,,,,,,,,,,,,,,,,
scaffold_466_11599,1.34,0,0,,6.52,,,4,13,g1207.t1,XP_002282135 PREDICTED: uncharacterized protein LOC100261301 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_19545_3755,1.34,0,,,,,,4,15,g20305.t1,XP_002282622 PREDICTED: pentatricopeptide repeat-containing protein At4g14850 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_9495_6545,1.34,,0,,,,0,4,14,,,,,,,,,,,,,,,,,,,,
scaffold_10450_6831,1.34,,0,,,,0,4,15,g13417.t1,XP_004307055 PREDICTED: uncharacterized protein At4g14342 [Fragaria vesca subsp. vesca]., splicing factor 3B subunit 5,,,,,,,,,,,,,,,,,
scaffold_10450_6833,1.34,,0,,,,0,4,15,g13417.t1,XP_004307055 PREDICTED: uncharacterized protein At4g14342 [Fragaria vesca subsp. vesca]., splicing factor 3B subunit 5,,,,,,,,,,,,,,,,,
scaffold_217165_17,1.34,,0,17.32,4.15,0,,4,16,,,,,,,,,,,,,,,,,,,,
scaffold_24467_132,1.34,,0,,,,,4,15,,,,,,,,,,,,,,,,,,,,
scaffold_65696_1602,1.34,,0,,,0,,4,15,,,,,,,,,,,,,,,,,,,,
scaffold_65696_1625,1.34,,0,,,0,,4,15,,,,,,,,,,,,,,,,,,,,
SCF83036,1.34,,0,17.32,4.15,,,4,,,,,,,,,,,,,,,,,,,,,
scaffold_9495_6618,2.39,,0,19.71,6.52,0,0,4,14,,,,,,,,,,,,,,,,,,,,
scaffold_66687_192,2.39,,,,6.52,,,4,15,,,,,,,,,,,,,,,,,,,,
scaffold_70108_831,2.39,,,,6.52,,,4,15,,,,,,,,,,,,,,,,,,,,
scaffold_466_2095,2.39,,,,6.52,,0,4,13,g1207.t1,XP_002282135 PREDICTED: uncharacterized protein LOC100261301 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_16354_3940,2.39,,,,,0,0,4,15,,,,,,,,,,,,,,,,,,,,
scaffold_49548_2207,2.39,,,,,0,0,4,15,,,,,,,,,,,,,,,,,,,,
scaffold_6214_5063,2.39,,,,,,0,4,14,g9211.t1,XP_002276974 PREDICTED: uncharacterized protein LOC100266667 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_6115_6410,2.39,,,,,,0,4,14,g9102.t1,XP_002276706 PREDICTED: uncharacterized protein LOC100251108 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_74033_763,2.39,,,,,,0,4,15,,,,,,,,,,,,,,,,,,,,
scaffold_10534_3929,2.39,,,,,,0,4,15,g13493.t1,XP_004289729 PREDICTED: probable pectate lyase 8 [Fragaria vesca subsp. vesca]., pectate lyase [EC:4.2.2.2],,,,,,,,,,,,,,,,,
scaffold_17400_4358,2.39,,,,,,0,4,15,,,,,,,,,,,,,,,,,,,,
scaffold_17400_4363,2.39,,,,,,0,4,15,,,,,,,,,,,,,,,,,,,,
scaffold_29610_1729,2.39,,,,,,0,4,15,g25865.t1,XP_002284388 PREDICTED: DNA repair protein XRCC4 isoform X1 [Vitis vinifera]., DNA-repair protein XRCC4,,,,,,,,,,,,,,,,,
scaffold_33200_1441,2.39,,,,,,0,4,15,,,,,,,,,,,,,,,,,,,,
scaffold_33200_1542,2.39,,,,,,0,4,15,,,,,,,,,,,,,,,,,,,,
scaffold_46954_445,2.39,,,,,,0,4,15,,,,,,,,,,,,,,,,,,,,
scaffold_6115_3907,2.39,,,,,,0,4,14,g9102.t1,XP_002276706 PREDICTED: uncharacterized protein LOC100251108 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_6115_3908,2.39,,,,,,0,4,14,g9102.t1,XP_002276706 PREDICTED: uncharacterized protein LOC100251108 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_6115_6379,2.39,,,,,,0,4,14,g9102.t1,XP_002276706 PREDICTED: uncharacterized protein LOC100251108 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_64185_535,2.39,,,,,,0,4,15,,,,,,,,,,,,,,,,,,,,
scaffold_74033_762,2.39,,,,,,0,4,15,,,,,,,,,,,,,,,,,,,,
scaffold_88382_682,2.39,,,,,,0,4,15,,,,,,,,,,,,,,,,,,,,
scf105g,2.39,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,
scaffold_42523_2226,3.33,,1.99,19.71,,,,4,15,,,,,,,,,,,,,,,,,,,,
scaffold_5615_8728,3.33,,1.99,,,,,4,14,g8579.t1,"XP_003635401 PREDICTED: G-type lectin S-receptor-like serine/threonine-protein kinase At1g11410-like, partial [Vitis vinifera].",0,,,,,,,,,,,,,,,,,
scaffold_5120_1454,3.33,,1.99,20.9,8.31,,,4,14,g8019.t1,"XP_002510965 receptor protein kinase, putative [Ricinus communis].",0,,,,,,,,,,,,,,,,,
scaffold_155464_207,3.33,,1.99,,6.52,,0,4,16,,,,,,,,,,,,,,,,,,,,
scaffold_16354_3959,3.33,,1.99,,6.52,,,4,15,,,,,,,,,,,,,,,,,,,,
scaffold_31187_2503,3.33,,1.99,19.71,,,,4,15,,,,,,,,,,,,,,,,,,,,
